109,720,"Общественный 			благотворительный Фонд ""Дерсу Узала"" имени Максима Мунзука по 			Республике Тыва",Республика 			Тыва,"Информационная 			передвижная видео-фотовыставка ""История театра - твоя история""",230 000
110,730,"Общественная 			организация Тюменской области ""Объединение детских и пионерских 			организаций ""Ребячья республика""",26 			муниципальных образований Тюменской области,"""Малая 			Академия""",340 000
111,740,"Южно-Российская 			Ассоциация студенческих профсоюзных организаций, г.Ростов-на-Дону","Ростов-на-Дону, 			Ростовская область, города Южного Федерального Округа",«От сердца 			к сердцу»,700 000
112,749,Автономная 			некоммерческая организация «Центр технологий гражданского мониторинга»,"Свердловская 			область, Уральский Федеральный Округ",Время 			культуры,1 400 000
113,755,"Общественная 			организация ""Центр Взаимоотношений""",Кемеровская 			область,"""Разработка 			и внедрение образовательной программы ""Преодоление кризиса семейных 			отношений в супружеских парах""",250 000
114,768,"Автономная 			некоммерческая организация по развитию информационных технологий 			""Окружной информационный центр ""Сибирь""","Республики 			Алтай, Бурятия, Тыва, Хакасия, Алтайский, Забайкальский, Красноярский край, 			Иркутская, Кемеровская, Новосибирска, Омская, Томская области","Межрегиональный 			конкурс журналистского мастерства ""Сибирь.ПРО""",500 000
115,781,Чеченское 			Региональное Отделение Всероссийского Общества Глухих,Чеченская 			Республика,"""Учим 			жестовый язык""",400 000
116,802,Некоммерческая  организация «Ассоциация юношеских 			автомобильных школ»,Российская 			Федерация: Северо-Западный ФО; Дальневосточный и Сибирский ФО; Уральский ФО; 			Южный ФО; Центральный ФО; Приволжский ФО,Современные 			методы подготовки и обучения законопослушных участников дорожного движения 			дошкольного и младшего школьного возраста»,2 700 000
117,804,Общероссийская 			общественная организация «Всероссийское педагогическое собрание»,66 			субъектов Российской Федерации,"«Государственно-общественное 			управление – основа повышения качества образования» (мониторинг мнений 			педагогической, родительской общественности, школьников, работодателей по 			вопросам развития образования в регионах России)",1 000 000
118,809,"Тверская областная 			общественная организация ""Тверское библиотечное общество""",Центральный 			федеральный округ Российской Федерации,"""Магия 			книги"" : приглашение к разговору в эфире и в цифровом пространстве",400 000
119,822,Региональная 			немецкая национально-культурная автономия Московской области,"Московская 			область, городские округа: Балашихинский, Реутовский, Железнодорожный",Центр по 			изучению русского языка мигрантами в Московской области,300 000
120,826,"Автономная 			некоммерческая организация ""Патриот""",Центральный 			федеральный округ Российской Федерации,"Школа 			мастерства ""Юный спасатель""",200 000
121,833,Межрегиональная 			общественная организация «Общество «Знание» Санкт-Петербурга и Ленинградской 			области»,Северо-Западный 			федеральный округ Российской Федерации,Повышение 			условий правовой грамотности граждан и искоренение правового нигилизма,2 100 000
122,844,"Общероссийский 			союз общественных объединений ""Национальный Парадельфийский комитет 			России""",Российская 			Федерация,"Фестиваль 			особых театров ""Дельфийский путь""",300 000
123,858,"Автономная 			некоммерческая организация «Международная организация по наблюдению за 			выборами «CIS-EMO», г. Москва","Центральный  и Северо-Западный федеральные округа Российской 			Федерации, страны СНГ",Создание 			Центра Мониторинга Демократических Процессов,5 500 000
124,874,Региональная 			общественная организация содействия развитию спорта «Спортивный клуб «Барс»,"Москва, 			регионы Российской Федерации",Образовательный 			проект: «Создание многофункциональных оздоровительных центров»,600 000
125,891,"Карельская 			региональная общественная организация ""Молодёжное Оркестровое Общество 			Карелии""","Петрозаводск, 			Кондопога, Костомукша,  Архангельск, Вологда, 			Мурманск","Возрождение 			традиций любительского струнного оркестрового исполнительства  ""По главным улицам с оркестром""",400 000
126,901,"Институт 			консалтинга экологических проектов, автономная некоммерческая организация","Адыгея 			Республика, Алтайский край, Архангельская область, Астраханская область, 			Башкортостан Республика, Белгородская область, Бурятия Республика, 			Вологодская область, Воронежская область, Дагестан Республика, Ивановская 			область, Иркутская область, Калининградская область, Калужская область, 			Камчатский край, Карачаево-Черкесская Республика, Карелия Республика, 			Кемеровская область, Кировская область, Костромская область, Краснодарский 			край, Курганская область, Курская область, Ленинградская область, Липецкая 			область, Марий Эл Республика, Мордовия Республика, г. Москва, Московская 			область и др. регионы Российской Федерации",Российский 			национальный конкурс водных проектов старшеклассников как модель создания 			системы кадрового резерва в сфере управления водными ресурсами (от Калининграда 			до Камчатки и от Мурманска до Дагестана),500 000
127,919,"Фонд 			социальной поддержки при содействии правоохранительных органов «Патриот», г. 			Москва","Российская 			Федерация, Европейский Союз",Создание «Центра 			содействия развитию институтов Общественной Дипломатии»,4 500 000
128,937,"Некоммерческая 			организация ""Фонд реализации городских социальных программ""",г. 			Мурманск,"""Профессионал""",300 000
129,947,Негосударственное 			образовательное учреждение высшего профессионального образования 			«Санкт-Петербургский Гуманитарный университет профсоюзов»,"Российская 			Федерация, Украина, Таджикистан, Грузия, Молдова, Казахстан, Белоруссия",Обучение 			профсоюзных кадров и актива на базе Центра подготовки профсоюзных организаций 			РФ и стран СНГ,3 000 000
130,948,Региональное 			общественное движение «Конгресс петербургской интеллигенции»,"Российская 			Федерация, страны СНГ, Европы, Азии, Америки",IX Международные 			Лихачевские научные чтения,2 000 000
131,966,Краснодарская 			региональная организация общественной организации – Общество «Знание» России,"5 			субъектов Южного федерального округа (Краснодарский край, Ставропольский 			край, Ростовская область, Волгоградская область, Республика Адыгея)",Правовое 			просвещение граждан в ЮФО,1 500 000
132,977,Рязанское 			региональное отделение Общероссийской общественной организации инвалидов 			«Всероссийское общество глухих»,"Рязань, 			Рязанская область",«Расширяем 			горизонты»,200 000
133,982,"Православный 			благотворительный фонд ""Замоскворечье""",регионы 			Центрального федерального округа Российской Федерации,"Всероссийский 			открытый фотоконкурс ""Семейный альбом""",1 000 000
134,986,"Международная 			общественная организация ""Всемирный Русский Народный Собор""",г. Москва,"Проведение 			XIII Всемирного Русского Народного Собора (март-апрель) 2009 года на тему: 			«Защитить природу – спасти Россию: чистота в душе, чистота в доме, чистота в 			природе». Эколого-просветительский форум",1 500 000
135,997,"Тульское 			областное отделение Общероссийской общественной организации «Российское 			историко-просветительское, благотворительное и правозащитное общество 			«Мемориал» (Российский Мемориал)",г. Тула и 			Тульская область,Выставка 			«Наказаны подвигом» (о вкладе в Победу в Великой Отечественной войне узников 			ГУЛАГа Тульской области),300 000
136,1010,Общественная 			организация – Общество «Знание» Республики Башкортостан,республика 			Башкортостан,«Информационно-методический 			центр «Коррупция и общество. Правовое просвещение населения Республики 			Башкортостан»,1 600 000
137,1017,Некоммерческая 			организация «Фонд международных молодежных обменов»,Российская 			Федерация и ФРГ,Российско-германский 			молодежный парламент,2 000 000
138,1034,Автономная 			некоммерческая благотворительная организация по оказанию 			социально-психологической помощи населению «Центр Вера»,"г. Москва, 			Московская и Тверская области",Возрождение 			семьи через восстановление утраченных связей между поколениями,800 000
139,1037,Свердловское 			региональное общественное учреждение «Институт региональной политики»,"Территории 			Уральского федерального округа: Свердловская, Челябинская, Тюменская, 			Курганская области, Ханты-Мансийский, Ямало-Ненецкий автономные округа, а 			также Москва: Гос. Дума и ОПРФ",Общественно-политический 			журнал «Уральский федеральный округ» («УрФО»),1 600 000
140,1041,Местная общественная организация «Педагогическое общество» г.Арзамаса 			Нижегородской области,"-Нижегородская 			область, Владимирская область, республика Чувашия",«ЕГЭ: инструкция по применению»,2 000 000
141,1063,"Общероссийская 			общественная организация  ""Российский 			Союз спортсменов"", г. Москва.",г. Москва,"Фестиваль 			национальных видов спорта и народного творчества ""Кавказские игры"".",800 000
142,1068,"Свердловское 			региональное отделение Общероссийской общественной организации инвалидов 			""Всероссийское общество глухих""",Свердловская 			область,Возрождение 			тетральной деятельности глухих,250 000
143,1126,Региональная 			спортивная общественная организация «Мир Высших Достижений»,Российская 			Федерация,Печатный орган 			«Общественная трибуна» - специальный раздел на страницах газеты «Трибуна»,2 200 000
144,1138,"Общероссийская 			общественная организация ""Федерация мигрантов России""",г. Москва,"""Профилактика 			террористической деятельности, межнациональных конфликтов и ксенофобии через 			осуществление широкой просветительской работы в молодежной среде""",1 000 000
145,1140,Межрегиональное 			общественное движение «За правовую поддержку отечественных товаропроизводителей»,Российская 			Федерация: Северо-Западный ФО; Дальневосточный и Сибирский ФО; Уральский ФО; 			Южный ФО; Центральный ФО; Приволжский ФО,Положительный 			образ России: перспективы развития,1 000 000
146,1145,Некоммерческая 			организация  «Фонд Георгия Данелия 			сохранение традиций и развитие нового кино»,Российская 			Федерация  и др. страны СНГ,Мультипликационный 			сериал для детей,2 500 000
147,1149,Автономная 			некоммерческая организация  «Общенациональный 			совет просветительских организаций»,Российская 			Федерация,Формирование 			и реализация системы организационно – методической и технологической  модернизации Общественного 			просветительского движения России,3 000 000
148,1157,"Автономная 			некоммерческая организация ""Агентство занятости молодежи""",г. 			Санкт-Петербург,"""Поможем 			Друг Другу""",500 000
149,1161,Автономная 			некоммерческая организация «Реутовский инновационный центр»,73 муниципальных 			района и городских округов Московской области,Создание 			на базе  краеведческого интернет-портала «Моя Малая Родина» социальной 			 образовательной сети  и развитие информационной инфраструктуры 			социально доступного туризма,700 000
150,1163,Региональная 			общественная организация Героев Социалистического Труда и полных кавалеров 			ордена Трудовой Славы,"Москва и 			регионы Российской Федерации, страны ближнего зарубежья",Издание 			книги «Герои Труда России» (Трудовая доблесть России),1 000 000
151,1177,Международная 			общественная организация «Международная общественная туристская академия»,Центральный 			федеральный округ Российской Федерации,Сельский 			туризм как современный фактор реализации общественной дипломатии. Международный 			«пилотный » проект по вовлечение сельских жителей в процесс туристского 			обслуживания российских и иностранных граждан (на примере Подольского района 			Московской области),1 200 000
152,1188,Русская 			школьная библиотечная ассоциация,"Астраханская, 			Владимирская, Вологодская, Иркутская, Кемеровская, Костромская, Липецкая, 			Московская, Мурманская, Новосибирская, Омская, Псковская, Рязанская, 			Свердловская, Тверская, Томская, Ульяновская, Челябинская области, 			Краснодарский край, Красноярский край, Приморский край, Пермский край, 			Чеченская республика, Республика Башкортостан, Республика Дагестан, 			Карачаево-Черкесская Республика, г. Санкт-Петербург, Москва, города Тобольск, 			Нарьян-Мар, Архангельск",Школьная 			библиотека – гарант реализации нового образовательного стандарта: механизмы 			общественно-государственного управления,1 000 000
153,1199,Региональный 			общественный фонд поддержки экспедиционной деятельности «Арктика»,"Центральная 			Арктика, побережье Северного Ледовитого океана, прилегающие материковые 			территории",Выпуск 			электронного издания и фотоальбома «Русская Арктика. Историческая хроника»,500 000
154,1201,Автономная 			некоммерческая организация «Ансамбль танца Москвич имени М.Колесниковой»,"г. Москва, 			г. Талин, г. Рига, г. Вильнюс","«Фестиваль 			«Ради жизни: «Культура против ксенофобии, экстремизма, за права человека»",1 000 000
155,1243,Карельская 			региональная молодежная общественная организация «Педагогический отряд 			«Параллели»,республика 			Карелия,Историко-краеведческий 			фестиваль «На стыке трёх культур»,250 000
156,1269,Автономная 			некоммерческая образовательная организация Центральный Российский Дом знаний,Центральный  федеральный округ 			Российской Федерации,Формирование 			системы правового просвещения и образования граждан по противодействию 			коррупции,2 000 000
157,1271,"Общественная 			организация – Ставропольская краевая организация общества ""Знание"" 			России",Регионы 			Южного федерального округа Российской Федерации,"""Информационно-просветительская 			деятельность по борьбе с коррупцией, как ресурс развития региона""",1 100 000
158,1276,"Уральское 			межрегиональное отделение Общественной организации - Общество 			""Знание"" России ""Урало-Сибирский Дом Знаний""","Уральский, 			Сибирский, Приволжский федеральные округа Российской Федерации","“Правовое просвещение, 			как одно из средств противодействия правовому нигилизму и укрепления правовых 			основ гражданского общества”",1 400 000
159,1279,"Благотворительный 			фонд поддержки педагогических инициатив ""Родники""","Екатеринбург 			и Каменск - Уральский, Полевской",Создание 			Модели сетевого(дистанционного)  			обучения детей -инвалидов в рамках Свердловской области,500 000
160,1299,"[if gte vml 1]><v:shapetype id=""_x0000_t75"" coordsize=""21600,21600"" 			o:spt=""75"" o:preferrelative=""t"" path=""m@4@5l@4@11@9@11@9@5xe"" filled=""f"" 			stroked=""f""> 			<v:stroke joinstyle=""miter""/> 			<v:formulas> 			<v:f eqn=""if lineDrawn pixelLineWidth 0""/> 			<v:f eqn=""sum @0 1 0""/> 			<v:f eqn=""sum 0 0 @1""/> 			<v:f eqn=""prod @2 1 2""/> 			<v:f eqn=""prod @3 21600 pixelWidth""/> 			<v:f eqn=""prod @3 21600 pixelHeight""/> 			<v:f eqn=""sum @0 0 1""/> 			<v:f eqn=""prod @6 1 2""/> 			<v:f eqn=""prod @7 21600 pixelWidth""/> 			<v:f eqn=""sum @8 21600 0""/> 			<v:f eqn=""prod @7 21600 pixelHeight""/> 			<v:f eqn=""sum @10 21600 0""/> 			</v:formulas> 			<v:path o:extrusionok=""f"" gradientshapeok=""t"" o:connecttype=""rect""/> 			<o:lock v:ext=""edit"" aspectratio=""t""/> 			</v:shapetype><v:shape id=""Picture_x0020_1"" o:spid=""_x0000_s1041"" type=""#_x0000_t75"" 			style='position:absolute;margin-left:0;margin-top:0;width:10.5pt;height:9pt; 			z-index:16;visibility:visible;mso-wrap-style:square; 			mso-wrap-distance-left:9pt;mso-wrap-distance-top:0; 			mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0; 			mso-position-horizontal:absolute;mso-position-horizontal-relative:text; 			mso-position-vertical:absolute;mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape id=""Рисунок_x0020_6"" 			o:spid=""_x0000_s1040"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:0;margin-top:0;width:10.5pt;height:9pt;z-index:15;visibility:visible; 			mso-wrap-style:square;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0; 			mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0; 			mso-position-horizontal:absolute;mso-position-horizontal-relative:text; 			mso-position-vertical:absolute;mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif]Курганское региональное отделение Общероссийской 			общественной организации инвалидов «Всероссийское общество глухих», 			Курганская область",Курган 			и  районы Курганской области,В клуб 			идут одни старики!,300 000
161,1316,"[if gte vml 1]><v:shape id=""Рисунок_x0020_10"" o:spid=""_x0000_s1039"" 			type=""#_x0000_t75"" style='position:absolute;margin-left:0;margin-top:0; 			width:10.5pt;height:9pt;z-index:14;visibility:visible;mso-wrap-style:square; 			mso-wrap-distance-left:9pt;mso-wrap-distance-top:0; 			mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0; 			mso-position-horizontal:absolute;mso-position-horizontal-relative:text; 			mso-position-vertical:absolute;mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape 			id=""Рисунок_x0020_14"" o:spid=""_x0000_s1038"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:0;margin-top:0;width:10.5pt;height:9pt;z-index:13;visibility:visible; 			mso-wrap-style:square;mso-wrap-distance-left:9pt;mso-wrap-distance-top:0; 			mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0; 			mso-position-horizontal:absolute;mso-position-horizontal-relative:text; 			mso-position-vertical:absolute;mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif]Региональная общественная организация правовой 			поддержки предпринимателей ""Правовед""",Российская 			Федерация,"Разработка 			методики создания и реализации электронной системы взаимодействия государства 			и общества в системе общегосударственного мониторинга деятельности органов 			государственной власти и органов местного самоуправления в виде 			информационно-аналитического блока по приему, обработке и систематизации 			обращений граждан и организаций, подготовке ответов по этим обращениям",3 000 000
162,1327,Российское 			общество дружбы и сотрудничества  с 			республикой Армения,г. Москва,"Организация 			научного и культурного обмена, гуманитарных программ и изучение русского 			языка в Армении",500 000
163,1332,Владимирское 			областное отделение общероссийского общественного фонда   «Российский фонд мира»,"Российская 			Федерация, США",«Русская музыкальная 			классика в американских школах»,1 097 808
164,1356,Автономная 			некоммерческая организация «Центральная школа каратэ»,"Российская 			Федерация, Япония",Россия - 			Япония: Боевые искусства как способ развития общественных связей,600 000
165,1362,Ивановский 			региональный общественный благотворительный фонд содействия развитию русской 			национальной культуры «Россы»,Ивановская 			и Костромская области,«Наши 			великие земляки»,190 000
166,1387,Некоммерческая 			организация «Фонд поддержки развития международного сотрудничества»,"Субъекты 			Российской Федерации, страны СНГ и Балтии",Общественный 			дипломатический корпус,1 000 000
167,1391,Ростовская 			городская украинская национально-культурная автономия,г. Ростов 			и Ростовская область,"""Н.В.Гоголь 			- символ соединения русской и украинской культур""",300 000
168,1392,Некоммерческое 			партнерство «Национальный Электронно-Информационный Консорциум»,"г. Москва 			и Московская область, регионы Российской Федерации",Образовательная 			программа развития  навыков детского 			раннего развития и врожденной грамотности  			«Путешествие  в Страну Букв»,4 939 927
169,1395,Калужская региональная 			общественная организация «Детский культурно-оздоровительный Центр имени 			Святых Флора и Лавра»,г. Москва,«Создание 			детской студии по инсценированию актуальных исторических событий»,600 000
170,1396,Некоммерческая 			организация Международный Фонд развития коренных малочисленных народов Севера 			Сибири и Дальнего Востока «БАТАНИ»,"Москва,Мурманская 			область, Ненецкий автономный округ, Республика Коми, Ханты-Мансийский 			автономный округ, Ямало-Ненецкий автономный округ, Красноярский край, Томская 			область, Республика Саха (Якутия), Тюменская область, Алтайский край, 			Республика Алтай, Республика Тыва, Иркутская Область, Республика Бурятия, 			Читинская область, Амурская область, Хабаровский край, Приморский край, 			Сахалинская область, Магаданская область, Камчатский край, Чукотский 			автономный округ, страны Латинской Америки, страны Скандинавии, Канада, США, 			Швейцария, Дания","Усиление 			роли коренных малочисленных народов Севера, Сибири и Дальнего Востока 			Российской Федерации в международном движении коренных народов мира и 			международных межгосударственных организациях",1 000 000
171,1445,"Курский 			региональный фонд православных традиций, социально-экономического и 			культурного возрождения ""Коренная пустынь""","Российская 			Федерация, США, Канада, Венесуэла, Австралия, Франция, Германия, Сербия, 			Украина, Беларусь и другие страны СНГ и Зарубежья","Международный 			съезд ""Содружество православной молодежи""",1 600 000
172,1447,"""Петровская  районная организация Ставропольской краевой 			организации общероссийской общественной организации ""Всероссийское 			общество инвалидов""",Южный 			федеральный округ,"""Альтернатива+""",340 000
173,1456,Магаданский 			областной общественный Фонд поддержки и развития искусства,"Магаданская 			область, Чукотский автономный округ","Проведение 			международного семинара ""Косторезный промысел - Магадан, Чукотка, 			Аляска. Проблемы и перспективы""",400 000
174,1459,Автономная 			некоммерческая организация «Институт экономики и права»,"Воронеж, Воронежская 			область, Центрально – Черноземный регион",Образовательный 			проект в области: «Создания центров детской дорожной безопасности»,1 000 000
175,1494,"[if gte vml 1]><v:shape id=""Picture_x0020_37"" o:spid=""_x0000_s1037"" 			type=""#_x0000_t75"" style='position:absolute;margin-left:0;margin-top:79.5pt; 			width:10.5pt;height:9pt;z-index:12;visibility:visible;mso-wrap-style:square; 			mso-wrap-distance-left:9pt;mso-wrap-distance-top:0; 			mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0; 			mso-position-horizontal:absolute;mso-position-horizontal-relative:text; 			mso-position-vertical:absolute;mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape 			id=""Picture_x0020_42"" o:spid=""_x0000_s1036"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:0;margin-top:79.5pt;width:10.5pt;height:9pt;z-index:11; 			visibility:visible;mso-wrap-style:square;mso-wrap-distance-left:9pt; 			mso-wrap-distance-top:0;mso-wrap-distance-right:9pt; 			mso-wrap-distance-bottom:0;mso-position-horizontal:absolute; 			mso-position-horizontal-relative:text;mso-position-vertical:absolute; 			mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape 			id=""Рисунок_x0020_13"" o:spid=""_x0000_s1035"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:0;margin-top:175.5pt;width:10.5pt;height:9pt;z-index:10; 			visibility:visible;mso-wrap-style:square;mso-wrap-distance-left:9pt; 			mso-wrap-distance-top:0;mso-wrap-distance-right:9pt; 			mso-wrap-distance-bottom:0;mso-position-horizontal:absolute; 			mso-position-horizontal-relative:text;mso-position-vertical:absolute; 			mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape 			id=""Рисунок_x0020_17"" o:spid=""_x0000_s1034"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:0;margin-top:175.5pt;width:10.5pt;height:9pt;z-index:9; 			visibility:visible;mso-wrap-style:square;mso-wrap-distance-left:9pt; 			mso-wrap-distance-top:0;mso-wrap-distance-right:9pt; 			mso-wrap-distance-bottom:0;mso-position-horizontal:absolute; 			mso-position-horizontal-relative:text;mso-position-vertical:absolute; 			mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif]Детская общественная организация Орловской области «Областная 			пионерская организация «Орлята»","Белгородская, 			Курская, Брянская, Липецкая, Московская, Орловская область",Образовательный 			детский информационно-методический центр «Лидер XXI»,800 000
176,1495,Орловская областная 			общественная организация «Православное Молодежное Братство во имя Святого 			Великомученика и Победоносца Георгия»,"Орловская 			область, а также  – соседние регионы 			(Липецкая, Брянская и другие области,  			часть которых ранее территориально входила в состав Орловской 			губернии)",«История 			русской провинции - патриотическое воспитание молодежи»,700 000
177,1497,"Некоммерческое 			партнерство Бюро социального консалтинга ""СИНЕРГИЯ""",Москва и 			регионы Российской Федерации,"""Экология 			Души""",1 000 000
178,1509,Свято-Тихоновский 			фонд поддержки православного образования,Российская 			Федерация,"""Создание 			автоматизированных электронных курсов для самоподготовки при дистанционном 			или заочном обучении по программам дополнительного образования гуманитарного 			цикла""",1 000 000
179,1512,"Фонд 			""Поддержки творческой молодежи""",г. Тула,"""Здоровая 			молодежь - сильное государство""",200 000
180,1529,"Читинская 			региональная общественная организация любителей животных ""Клуб 			Фаунв""",Забайкальский 			край,"Экологический 			журнал для семейного чтения ""Дружок""",400 000
181,1536,Региональная 			общественная организация «Институт проблем гражданского общества»,Российская 			Федерация: Северо-Западный ФО; Дальневосточный и Сибирский ФО; Уральский ФО; 			Южный ФО; Центральный ФО; Приволжский ФО,"«Инфраструктура, 			информация и технологии для гражданского образования»",7 000 000
182,1555,Некоммерческая 			организация Фонд «Единения русского и грузинского народа»,"г.Москва, Татарстан, 			Башкирия, Екатеринбург, г.Челябинск, 			Краснодарский край, г.Тверь, г.Ярославль,  			Чеченская республика и другие, 			а так же, Грузия, Абхазия, Южная Осетия",Гранд 			Фестиваль «Единение»: «К миру и согласию народов через многообразие культур»,1 250 000
183,1556,Некоммерческая 			организация «Фонд содействия народам Грузии»,Российская 			Федерация: Северо-Западный ФО; Дальневосточный и Сибирский ФО; Уральский ФО; 			Южный ФО; Центральный ФО; Приволжский ФО,«Российско–Грузинский 			диалог»,1 250 000
184,1569,"[if gte vml 1]><v:shape id=""Рисунок_x0020_3"" o:spid=""_x0000_s1033"" 			type=""#_x0000_t75"" style='position:absolute;margin-left:70.5pt;margin-top:111pt; 			width:10.5pt;height:7.5pt;z-index:8;visibility:visible;mso-wrap-style:square; 			mso-wrap-distance-left:9pt;mso-wrap-distance-top:0; 			mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0; 			mso-position-horizontal:absolute;mso-position-horizontal-relative:text; 			mso-position-vertical:absolute;mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape id=""Рисунок_x0020_7"" 			o:spid=""_x0000_s1032"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:70.5pt;margin-top:111pt;width:10.5pt;height:7.5pt;z-index:7; 			visibility:visible;mso-wrap-style:square;mso-wrap-distance-left:9pt; 			mso-wrap-distance-top:0;mso-wrap-distance-right:9pt; 			mso-wrap-distance-bottom:0;mso-position-horizontal:absolute; 			mso-position-horizontal-relative:text;mso-position-vertical:absolute; 			mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif]Охинская местная общественная организация «Центр по 			сохранению и развитию традиционной культуры коренных малочисленных народов 			Севера «Кыхкых» («Лебедь»)»","Охинский, 			Ногликский, Тымовский, Александровс-Сахалинский, Поронайский районы и г. 			Южно-Сахалинск",Создание 			информационно-методического центра при Охинской местной общественной 			организации «Центр по сохранению и развитию традиционной культуры коренных 			малочисленных народов Севера «Кыхкых» («Лебедь»)»,700 000
185,1578,Общественная 			Организация «Российская ассоциация специалистов перинатальной медицины»,Российская 			Федерация: Северо-Западный ФО; Дальневосточный и Сибирский ФО; Уральский ФО; 			Южный ФО; Центральный ФО; Приволжский ФО,Информационно-образовательный 			портал Российской ассоциации специалистов перинатальной медицины «Здоровое 			поколение»,2 300 000
186,1589,"[if gte vml 1]><v:shape id=""Рисунок_x0020_11"" o:spid=""_x0000_s1031"" 			type=""#_x0000_t75"" style='position:absolute;margin-left:70.5pt;margin-top:0; 			width:10.5pt;height:7.5pt;z-index:6;visibility:visible;mso-wrap-style:square; 			mso-wrap-distance-left:9pt;mso-wrap-distance-top:0; 			mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0; 			mso-position-horizontal:absolute;mso-position-horizontal-relative:text; 			mso-position-vertical:absolute;mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape 			id=""Рисунок_x0020_15"" o:spid=""_x0000_s1030"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:70.5pt;margin-top:0;width:10.5pt;height:7.5pt;z-index:5; 			visibility:visible;mso-wrap-style:square;mso-wrap-distance-left:9pt; 			mso-wrap-distance-top:0;mso-wrap-distance-right:9pt; 			mso-wrap-distance-bottom:0;mso-position-horizontal:absolute; 			mso-position-horizontal-relative:text;mso-position-vertical:absolute; 			mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif]Некоммерческая общественная организация Фонд 			социально-культурных программ ""Губерния""",Российская 			Федерация: Северо-Западный ФО; Дальневосточный и Сибирский ФО; Уральский ФО; 			Южный ФО; Центральный ФО; Приволжский ФО,Формирование 			информационно-образовательной среды по пропаганде толерантности и 			профилактике насилия среди детей и подростков средствами анимационного 			сериала «Азбука дружелюбия со Смешариками»,4 000 000
